REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,142.6,,,,1
2021-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,142.9,,,,1
2021-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,143.9,,,,1
2021-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,144.2,,,,1
2021-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,144,,,,1
2022-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,145.3,,,,1
2022-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,146.8,,,,1
2022-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,148.9,,,,1
2022-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,149.8,,,,1
2022-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,151.9,,,,1
2022-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,152.9,,,,1
2022-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,153.1,,,,1
2022-08,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,152.6,,,,1
2022-09,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,152.7,,,,1
2022-10,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,153.8,,,,1
2022-11,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,154,,,,1
2022-12,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,153.1,,,,1
2023-01,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,153.9,,,,1
2023-02,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,154.5,,,,1
2023-03,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,155.3,,,,1
2023-04,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,156.4,,,,1
2023-05,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,157,,,,1
2023-06,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,157.2,,,,1
2023-07,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,158.1,,,,1
