REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021-06,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,174.7,,,,1
2021-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,179.2,,,,1
2021-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,180.2,,,,1
2021-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,179.9,,,,1
2021-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,187.5,,,,1
2021-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,188.4,,,,1
2021-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,184.2,,,,1
2022-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,190,,,,1
2022-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,199,,,,1
2022-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,213.9,,,,1
2022-04,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,215.1,,,,1
2022-05,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,233.4,,,,1
2022-06,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,242.5,,,,1
2022-07,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,229.4,,,,1
2022-08,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,214.5,,,,1
2022-09,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,205.1,,,,1
2022-10,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,217.9,,,,1
2022-11,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,214.6,,,,1
2022-12,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,197.7,,,,1
2023-01,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,200.3,,,,1
2023-02,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,197.9,,,,1
2023-03,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,199.2,,,,1
